userId,username,sightingType,species,quantity,latitude,longitude,visibility,freedom,sightingDateTime
6267c80326c80d1050b77c5b,Admin,single,blyborough tick,30,52.957009,-1.147388,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,brown dog tick,3,51.5023724,-0.0018343,only me,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,canterbury or pigeon tick,28,51.4894519,0.2866192,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,castor bean tick,22,55.945361,-3.366667,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,cat/dog ear mite,29,51.504346,-0.016146,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,coastal red tick,11,51.420611,-0.988028,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,conifer mite,24,51.3566659,-0.1168213,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,dog tick,16,51.507888,-0.221972,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,fuchsia gall mite,27,51.506333,-0.072778,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,hedgehog tick,21,53.339515,-2.569358,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,long-legged bat tick,27,51.526694,-2.599806,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,maple bladder gall mite,8,51.286224,0.545783,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,marsh tick,24,50.685442,-3.448837,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,northern fowl mite,6,51.16725,-1.328024,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,osmia bee-mite,11,52.185729,-0.89127,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,poultry / chicken mite,13,51.511647,-0.461166,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,rabbit ear mite,3,55.507944,-3.694786,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,rabbit tick,6,51.871619,0.193886,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sand martin tick,28,52.363197,-1.945572,only me,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,seabird tick,7,51.687536,-0.223548,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,shrew tick,28,51.096752,1.121336,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,tortoise tick,6,54.88762,-1.557413,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,varroa mite,18,53.9479261,-1.3698199,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,water mites,24,51.477207,-2.706308,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,bearded red seaweed,24,52.38641,0.664606,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,bonnemaison's hook weed,16,56.466428,-3.062962,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,carrageen,22,51.535351,-3.577637,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common maƮrl,30,51.4813,-1.5561,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,coral maƮrl,15,52.86704,-7.481818,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,coral weed,15,52.219105,-1.502085,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,dulse,2,53.712,-1.747,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,eyelash weed,3,52.216831,-1.50513,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,false irish moss,27,53.314145,-1.281904,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,gut weed,30,52.084312,-0.748467,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,harpoon weed,8,51.296156,-0.857274,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,hen pen,25,53.417605,-2.639522,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,lance-shaped eyelash weed,19,53.732769,-1.585628,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,maerl indet,18,52.948794,-0.677802,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,pepper dulse,8,52.993,-2.2903,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,purple laver,28,52.677334,-2.399552,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,red rags,21,55.0078,-3.083018,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sea beech,8,54.453104,-2.605743,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sea lettuce,17,51.4839,-1.5568,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sea mare's-tail,30,54.4421,-1.6713,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sea noodle,6,51.656431,-2.434545,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,velvet horn,25,57.189774,-3.836206,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african clawed toad,17,51.295806,-0.854643,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,agile frog,28,51.076281,-0.831807,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alpine newt,13,51.57799,0.18502,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american bull frog,1,53.932462,-6.417717,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common frog,2,52.757747,-8.40932,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common newt,21,53.924106,-6.411373,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common toad,29,50.847773,-0.991137,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common tree frog,28,53.630562,-2.692578,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,crested newt,18,55.8358,-3.9845,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,edible frog,7,51.57753,-0.223753,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,fire salamander,15,51.630702,-0.264586,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,fire-bellied toad,23,53.489393,-1.486223,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,italian crested newt,9,56.386,-3.4792,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,lake frog,1,51.7374,-1.0948,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,marine toad,16,51.4128,0.1343,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,midwife toad,14,51.428346,-0.898911,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,natterjack,29,51.6937,-0.4261,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,painted frog,24,53.316527,-1.282339,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,palmate newt,5,52.99413,-2.290797,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,pool frog,29,51.526668,-0.283421,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sardinian cave salamander,28,53.430295,-2.179375,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,southern brown tree frog,26,53.78459128,-1.532506943,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,western common toad,20,52.644074,-2.054209,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,yellow-bellied toad,12,52.644063,-2.058389,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african night crawler,24,52.885291,-2.171902,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,bank worm,8,51.083765,-0.198998,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,bindling,5,51.507022,0.015928,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,black lugworm,3,51.4883,-0.3957,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,blackhead,10,51.422854,-1.035311,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,blow lug,13,51.8807,0.7889,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,blue-grey worm,5,51.522889,-2.609222,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,bristle worm,6,55.8675,-4.2392,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,chestnut worm,12,53.5675,-2.2294,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common earthworm,8,56.821388,-5.103697,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,coral worm,2,51.4926,0.2713,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,duck leech,25,51.478181,-0.515753,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,estuary ragworm,18,51.438052,0.26879,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,fan worm,8,51.135183,-0.191314,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,feather duster worm,5,52.2024,-0.2915,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,fish leech,2,51.1771,-1.7564,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,gallery worm,28,54.9608607,-1.5833435,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,green worm,17,51.5459212,-0.4749488,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,greenleaf worm,21,51.72969,-1.24929,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,honeycomb worm,11,50.643377,-4.284553,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,horse leech,11,57.481303,-4.226404,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,keelworm,14,52.7351652,0.413834876,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,king ragworm,6,52.073571,-1.342005,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,lagoon sandworm,21,51.43952,-0.96816,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,leeches,29,52.5949694,-1.181623,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,little tree worm,19,55.93391,-3.407749,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,medicinal leech,18,50.968,0.0797,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,mottled worm,24,52.62754,1.38392,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,mucous worm,24,52.4713,-1.8742,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,parchment worm,4,51.7503,0.5114,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,ragworm,2,51.8526,0.5224,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,red worm,23,51.4538,0.2478,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,ross worm,29,51.1563,-0.1535,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,ruddy worm,11,57.1103,-2.0925,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sand mason,17,53.274232,-6.21746,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sea mouse,2,50.9581273,-1.4480566,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,skate leech,15,52.3866,-0.6968,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,sludge worms,13,52.4098,-1.251,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,square-tailed worm,1,51.5314,-3.1401,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,tentacled lagoon-worm,4,53.232261,-3.141592654,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,twin fan worm,24,50.7909134,-1.8868013,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,white catworm,29,53.10912,-1.31227,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,common scab of potatoes,6,53.405468,-6.839554,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,(american) purple gallinule,28,55.564568,-1.791857,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,abyssinian roller,1,51.887469,-0.207803,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,acadian flycatcher,30,51.503454,-0.000312,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african collared dove,16,52.1682,0.1091,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african grey parrot,27,52.4046976,-4.064694,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african penguin,27,52.9627348,-2.1965062,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african sacred ibis,15,50.3905524,-4.1511681,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african spoonbill,27,53.4672215,-2.3530356,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,african yellowbill,30,51.8866,-8.3973,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alder flycatcher,5,51.2262851,-0.7234964,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,aleutian tern,12,50.2275556,-5.2800278,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alexandrine parakeet,24,53.300446,-8.761942,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,allen's gallinule,19,51.1030234,-3.0003515,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alpine accentor,30,51.3025544,0.1614214,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alpine chough,17,53.3312,-2.9725,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,alpine swift,7,51.5939593,0.5004898,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american bittern,5,52.919528,-1.471388,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american black duck,12,50.8022291,-2.2252699,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american black vulture,7,51.0676563,-1.2999688,everyone,captive,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american cliff swallow,12,51.05251,0.45483,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american coot,16,52.9361,-1.1343,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american flamingo,22,52.260697,-9.659135,only me,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american golden plover,9,53.714315,-1.743758,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american goldfinch,10,50.9341711,-2.6679615,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american herring gull,24,53.6986,-1.2654,everyone,wild,2022-05-05T08:33:00.000+00:00
6267c80326c80d1050b77c5b,Admin,single,american kestrel,21,53.9623,-1.5285,everyone,wild,2022-05-05T08:33:00.000+00:00
